facility_name,status,open,hours_of_operation,accessibility,restroom_type,changing_stations,additional_notes,website,latitude,longitude,location_1
DiGilio Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.632764,-73.97727,POINT (-73.97727 40.632764)
Coney Island Beach Zone 2a,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.574934,-73.959762,POINT (-73.959762 40.574934)
Bayview Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.634948,-73.887219,POINT (-73.887219 40.634948)
Ancient Playground,1,Year Round,7am - dusk,Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.780996,-73.961592,POINT (-73.961592 40.780996)
E.M.T. Christopher J. Prescott Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.522489,-74.185827,POINT (-74.185827 40.522489)
Virginia Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.834325,-73.862182,POINT (-73.862182 40.834325)
Baruch Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.717221,-73.976921,POINT (-73.976921 40.717221)
Martin Van Buren Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.835128,-73.896207,POINT (-73.896207 40.835128)
Baisley Pond Park Zone 4,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.674641,-73.787828,POINT (-73.787828 40.674641)
"Brighton Beach Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/locations/brighton-beach,40.576116,-73.966776,POINT (-73.966776 40.576116)
Cedar Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.855276,-73.917529,POINT (-73.917529 40.855276)
Crowley Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.729314,-73.87985,POINT (-73.87985 40.729314)
Arverne East Nature Preserve,1,Year Round,,Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.592368,-73.775151,POINT (-73.775151 40.592368)
Clearview Cafe,1,Year Round,Concession Operating Hours,NA,NA,NA,,,40.786638,-73.792331,POINT (-73.792331 40.786638)
Teardrop Park - Solaire Building,1,Year Round,,NA,NA,NA,,,40.716911,-74.016184,POINT (-74.016184 40.716911)
Juniper Valley Park Zone 1,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.718758,-73.884557,POINT (-73.884557 40.718758)
Ciccarone Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.855901,-73.886586,POINT (-73.886586 40.855901)
Cunningham Park Zone 2,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.729649,-73.773627,POINT (-73.773627 40.729649)
De Witt Clinton Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.768206,-73.994637,POINT (-73.994637 40.768206)
Tilden Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.647904,-73.931386,POINT (-73.931386 40.647904)
"Coney Island Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/coney-island-library,40.576646,-73.986063,POINT (-73.986063 40.576646)
Plaza de Las Americas APT,1,Year Round,8am-8pm,Fully Accessible,Single-Stall All Gender Restroom(s),No,This unit costs $.25 to use.,https://portal.311.nyc.gov/article/?kanumber=KA-02226,40.84593,-73.937997,POINT (-73.937997 40.84593)
Monsignor Mcgolrick Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.724828,-73.943479,POINT (-73.943479 40.724828)
"Whitestone Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/whitestone,40.788549,-73.810703,POINT (-73.810703 40.788549)
Luther Gulick Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.71594,-73.981596,POINT (-73.981596 40.71594)
Mafera Park,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.706043,-73.891339,POINT (-73.891339 40.706043)
The Pearly Gates Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.838776,-73.845741,POINT (-73.845741 40.838776)
Flushing Meadows Ice Rink,1,Year Round,Concession Operating Hours,NA,NA,NA,,,40.751909,-73.837891,POINT (-73.837891 40.751909)
"Hollis Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),No,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/hollis,40.720175,-73.762322,POINT (-73.762322 40.720175)
Athens Square,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,NA,,,40.768009,-73.921874,POINT (-73.921874 40.768009)
Kaiser Park Zone 1,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.578523,-73.995414,POINT (-73.995414 40.578523)
"Brownsville Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/brownsville,40.671535,-73.908605,POINT (-73.908605 40.671535)
Frederick Douglass Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.797007,-73.967677,POINT (-73.967677 40.797007)
Herbert Von King Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.689845,-73.946509,POINT (-73.946509 40.689845)
"Hamilton Grange Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm
Wednesday: 10:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 11:00 am - 6:00 pm 
Saturday: 11:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/hamilton-grange,40.825681,-73.948034,POINT (-73.948034 40.825681)
Gouverneur Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.83577,-73.903351,POINT (-73.903351 40.83577)
Pena Herrera Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.649389,-74.012122,POINT (-74.012122 40.649389)
Renaissance Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,NA,,,40.821684,-73.941657,POINT (-73.941657 40.821684)
Sara D. Roosevelt Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.718813,-73.993045,POINT (-73.993045 40.718813)
"Briarwood Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/briarwood,40.710043,-73.819454,POINT (-73.819454 40.710043)
"Queensbridge Tech Lab Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 12:00 pm - 8:00 pm 
Tuesday: Closed 
Wednesday: 12:00 pm - 8:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: Closed 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),No,"Yes, a key is needed to enter",https://www.queenslibrary.org/programs-activities/technology-training/queensbridge-tech-lab,40.754953,-73.944111,POINT (-73.944111 40.754953)
Jaime Campiz Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.713438,-73.954456,POINT (-73.954456 40.713438)
Poppenhusen Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.781418,-73.844513,POINT (-73.844513 40.781418)
Mazzei Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.862511,-73.858204,POINT (-73.858204 40.862511)
Playground Seventy Five,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.726381,-73.808427,POINT (-73.808427 40.726381)
227th Street Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.890828,-73.864062,POINT (-73.864062 40.890828)
Pat Parlato Playground,1,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,Multi-Stall W/M Restrooms,NA,,,40.577023,-73.946194,POINT (-73.946194 40.577023)
Columbus Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.714862,-74.000058,POINT (-74.000058 40.714862)
London Planetree Playground,1,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,Multi-Stall W/M Restrooms,NA,,,40.685916,-73.853136,POINT (-73.853136 40.685916)
"Eastchester Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm
Wednesday: 10:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/eastchester,40.870148,-73.845066,POINT (-73.845066 40.870148)
Henry Hudson Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.881056,-73.920604,POINT (-73.920604 40.881056)
Horatio Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.758782,-73.753965,POINT (-73.753965 40.758782)
Tiffany Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.824764,-73.894346,POINT (-73.894346 40.824764)
Silver Lake Park Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.628284,-74.099015,POINT (-74.099015 40.628284)
Bushwick Inlet Park,1,Year Round,"8am-4pm, Open later seasonally",NA,NA,NA,,,40.721922,-73.960598,POINT (-73.960598 40.721922)
Kennedy King Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.658699,-73.921767,POINT (-73.921767 40.658699)
Reiff Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.718855,-73.901937,POINT (-73.901937 40.718855)
"Belmont Library and Enrico Fermi Cultural Center, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 10:00 am - 6:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/belmont,40.854353,-73.887884,POINT (-73.887884 40.854353)
"Rugby Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),No,,https://www.bklynlibrary.org/locations/rugby,40.648628,-73.930358,POINT (-73.930358 40.648628)
"New Amsterdam Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm  
Wednesday: 10:00 am - 7:00 pm   
Thursday: 10:00 am - 7:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/new-amsterdam,40.713585,-74.007871,POINT (-74.007871 40.713585)
Mathews-Palmer Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.761216,-73.992945,POINT (-73.992945 40.761216)
College Point Blvd Ballfields,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.741924,-73.847963,POINT (-73.847963 40.741924)
Hutchinson River Parkway Gas,1,Year Round,Concession Operating Hours,NA,NA,NA,,,40.836702,-73.838373,POINT (-73.838373 40.836702)
John Jay Park,1,Year Round,"8am-4pm, Open later seasonally",NA,NA,NA,,,40.769097,-73.949062,POINT (-73.949062 40.769097)
"Francis Martin Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in single-stall all gender restroom only""",,https://www.nypl.org/locations/francis-martin,40.85743,-73.909318,POINT (-73.909318 40.85743)
Carl Schurz Park Main Lawn,1,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,Multi-Stall W/M Restrooms,NA,,,40.773579,-73.945039,POINT (-73.945039 40.773579)
Locust Manor Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.685926,-73.756171,POINT (-73.756171 40.685926)
Clark Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.813973,-73.921217,POINT (-73.921217 40.813973)
Elmhurst Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,NA,,,40.730523,-73.885101,POINT (-73.885101 40.730523)
North Meadow Recreation Center,1,Year Round,7am - dusk,NA,NA,NA,,,40.79115,-73.959598,POINT (-73.959598 40.79115)
Lanett Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.599303,-73.744247,POINT (-73.744247 40.599303)
Fulton Park,1,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,Multi-Stall W/M Restrooms,NA,,,40.679792,-73.931616,POINT (-73.931616 40.679792)
Pelham Bay Stable,1,Year Round,Concession Operating Hours,NA,NA,NA,,,40.865923,-73.813975,POINT (-73.813975 40.865923)
Hamilton Metz Field,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.662623,-73.94066,POINT (-73.94066 40.662623)
"Pier 57 - Ground Floor, Rooftop",1,Year Round,"6am - 1am, 7am - 10pm",Fully Accessible,NA,NA,,,40.74354,-74.010294,POINT (-74.010294 40.74354)
Levy Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.633805,-74.129123,POINT (-74.129123 40.633805)
Taylor Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.839018,-73.866165,POINT (-73.866165 40.839018)
Gorman Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.761939,-73.884157,POINT (-73.884157 40.761939)
"New Dorp Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm  
Wednesday: 10:00 am - 7:00 pm  
Thursday: 10:00 am - 7:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/new-dorp,40.57194,-74.11196,POINT (-74.11196 40.57194)
Ferry Point Park Zone 4,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.820172,-73.826276,POINT (-73.826276 40.820172)
McDonald Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.601157,-73.97217,POINT (-73.97217 40.601157)
Potomac Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.682054,-73.944239,POINT (-73.944239 40.682054)
575 Fifth Avenue POPS,1,Year Round,Everyday 7:00 am-12:00 am,Fully Accessible,Multi-Stall W/M Restrooms,Yes,,,40.756276,-73.978243,POINT (-73.978243 40.756276)
"Spring Creek Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/spring-creek,40.653218,-73.885868,POINT (-73.885868 40.653218)
"Middle Village Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/middle-village,40.712942,-73.880861,POINT (-73.880861 40.712942)
Schmul Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.590111,-74.187877,POINT (-74.187877 40.590111)
"DeKalb Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Partially Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/locations/dekalb,40.694825,-73.9284,POINT (-73.9284 40.694825)
"McGoldrick Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Multi-Stall All Gender Restrooms,"""Yes, in single-stall all gender restroom only""","Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/mcgoldrick,40.763759,-73.809835,POINT (-73.809835 40.763759)
Fulton St (A-C) MTA Restroom,1,Year Round,"Bathrooms are open from 7 a.m.-7 p.m., with a one-hour closure for cleaning from 12 noon-1 p.m.",NA,NA,NA,MTA station with bathrooms located outside of fare gates and open to the wider public,https://new.mta.info/agency/new-york-city-transit/bathrooms,40.710532,-74.009096,POINT (-74.009096 40.710532)
McLaughlin Park,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.696674,-73.986049,POINT (-73.986049 40.696674)
Magenta Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.87355,-73.867834,POINT (-73.867834 40.87355)
Cunningham Park Zone 1,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.726692,-73.775443,POINT (-73.775443 40.726692)
Lower Highland Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,NA,,,40.684039,-73.885802,POINT (-73.885802 40.684039)
"Saratoga Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/locations/saratoga,40.684818,-73.915134,POINT (-73.915134 40.684818)
"Borough Park Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	CLOSED
Sunday	12 pm to 5 pm",Partially Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/locations/borough-park,40.638897,-73.989005,POINT (-73.989005 40.638897)
"Arverne Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,,https://www.queenslibrary.org/about-us/locations/arverne,40.593155,-73.784041,POINT (-73.784041 40.593155)
Alice Kornegay Triangle,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,NA,,,40.806548,-73.935583,POINT (-73.935583 40.806548)
"Ozone Park Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/ozone-park,40.680875,-73.84649,POINT (-73.84649 40.680875)
Bensonhurst Indoor Tennis,1,Year Round,Concession Operating Hours,NA,NA,NA,,,40.595081,-74.001441,POINT (-74.001441 40.595081)
"Bloomingdale Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm  
Wednesday: 11:00 am - 7:00 pm   
Thursday: 11:00 am - 7:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Multi-Stall All Gender Restrooms,"""Yes, in women's restroom only""",,https://www.nypl.org/locations/bloomingdale,40.795882,-73.967608,POINT (-73.967608 40.795882)
Willowbrook Park Recreational Area,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.604166,-74.158609,POINT (-74.158609 40.604166)
Raymond OConnor Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,NA,,,40.771005,-73.779037,POINT (-73.779037 40.771005)
Ten Eyck Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.709027,-73.938911,POINT (-73.938911 40.709027)
"Long Island City Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,,https://www.queenslibrary.org/about-us/locations/long-island-city,40.757812,-73.939311,POINT (-73.939311 40.757812)
Sobelsohn Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.709864,-73.835451,POINT (-73.835451 40.709864)
"Riverdale Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),No,,https://www.nypl.org/locations/riverdale,40.903731,-73.902774,POINT (-73.902774 40.903731)
Paerdegat Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.638066,-73.938139,POINT (-73.938139 40.638066)
Hunter's Point South Park Zone 1,1,Year Round,"8am-4pm, Open later seasonally",NA,NA,NA,,,40.741975,-73.96084,POINT (-73.96084 40.741975)
Abraham Lincoln Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,NA,,,40.812282,-73.937099,POINT (-73.937099 40.812282)
"Queens Central Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 8:00 pm 
Tuesday: 10:00 am - 8:00 pm 
Wednesday: 10:00 am - 8:00 pm 
Thursday: 10:00 am - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Both Single-Stall All Gender and Multi-Stall W/M,Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/central-library,40.707881,-73.794679,POINT (-73.794679 40.707881)
Battery Park Zone 1,1,Year Round,9am - 4:30pm,NA,NA,NA,,,40.704414,-74.015876,POINT (-74.015876 40.704414)
Carnegie Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.71599,-73.93732,POINT (-73.93732 40.71599)
Friends Field,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.618665,-73.97202,POINT (-73.97202 40.618665)
Dimattina Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.680473,-74.00194,POINT (-74.00194 40.680473)
Waring Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.860617,-73.871241,POINT (-73.871241 40.860617)
